in:Solar Chimney Height (m),in:SC Orientation,in:Room Orientation,in:Room Width(m),in:Room Depth(m),out:FlowRate_m3/hr,out:TotalDiscomfortHours,out:TooHotDiscomfortHours,out:OT_TotalDiscomfortHours,out:OT_TooHotDiscomfortHours,out:NS_OT_TotalDiscomfortHours,out:NS_OT_TooHotDiscomfortHours,out:TotalEnergy,out:CoolingEnergy
8,2,1,14,18,3943.656254,1888,1888,1243,1243,842,842,22.499093,21.059844
4,3,1,14,18,3179.233458,2402,2402,1684,1684,943,943,22.926261,22.114052
5,3,1,14,18,3415.562324,2163,2163,1481,1481,916,916,22.936131,21.899634
6,3,1,14,18,3598.149468,2016,2016,1356,1356,886,886,22.790563,21.569346
7,3,1,14,18,3754.235901,1924,1924,1275,1275,857,857,22.695357,21.276526
8,3,1,14,18,3906.677533,1876,1876,1233,1233,832,832,22.609529,21.002207
4,0,2,14,18,3073.722385,2334,2334,1644,1644,855,855,22.511238,21.602242
5,0,2,14,18,3334.877957,2104,2104,1448,1448,804,804,22.265453,21.175194
6,0,2,14,18,3513.65881,1954,1954,1317,1317,772,772,22.145218,20.843513
7,0,2,14,18,3678.697178,1879,1879,1251,1251,748,748,22.029575,20.545713
8,0,2,14,18,3837.215469,1817,1817,1193,1193,726,726,21.932818,20.272678
4,1,2,14,18,3125.113073,2374,2374,1681,1681,820,820,22.018228,21.153331
5,1,2,14,18,3322.024487,2130,2130,1476,1476,813,813,22.144766,21.123215
6,1,2,14,18,3511.802386,1977,1977,1339,1339,767,767,21.985242,20.772694
7,1,2,14,18,3689.610249,1895,1895,1266,1266,737,737,21.896415,20.488491
8,1,2,14,18,3833.940073,1825,1825,1203,1203,726,726,21.832649,20.254825
4,2,2,14,18,3130.288122,2398,2398,1698,1698,842,842,22.153251,21.309115
5,2,2,14,18,3342.610764,2158,2158,1498,1498,834,834,22.299423,21.297631
6,2,2,14,18,3518.697114,1993,1993,1352,1352,797,797,22.114314,20.944364
7,2,2,14,18,3712.161891,1907,1907,1271,1271,772,772,22.012579,20.657685
8,2,2,14,18,3856.296829,1837,1837,1211,1211,749,749,21.939459,20.40825
4,3,2,14,18,3101.121743,2342,2342,1654,1654,822,822,22.108869,21.235271
5,3,2,14,18,3315.544955,2114,2114,1460,1460,807,807,22.125402,21.102484
6,3,2,14,18,3503.246568,1965,1965,1327,1327,770,770,21.990564,20.76421
7,3,2,14,18,3678.652698,1885,1885,1257,1257,750,750,21.92272,20.513702
8,3,2,14,18,3830.316119,1821,1821,1198,1198,721,721,21.831984,20.232306
4,0,3,14,18,3074.818004,2330,2330,1656,1656,774,774,21.765139,20.892864
5,0,3,14,18,3308.654301,2100,2100,1455,1455,746,746,21.729614,20.692221
6,0,3,14,18,3496.906664,1945,1945,1316,1316,710,710,21.618841,20.35934
7,0,3,14,18,3664.508216,1872,1872,1251,1251,681,681,21.461552,20.041491
8,0,3,14,18,3807.510307,1810,1810,1198,1198,669,669,21.40895,19.80418
4,1,3,14,18,3083.406819,2347,2347,1676,1676,751,751,21.487506,20.655481
5,1,3,14,18,3294.965549,2115,2115,1476,1476,733,733,21.556811,20.558963
6,1,3,14,18,3482.871126,1970,1970,1344,1344,690,690,21.360573,20.196349
7,1,3,14,18,3656.470169,1872,1872,1256,1256,672,672,21.291598,19.921825
8,1,3,14,18,3814.714862,1812,1812,1204,1204,659,659,21.21991,19.691562
4,2,3,14,18,3117.28825,2389,2389,1708,1708,782,782,21.55159,20.755198
5,2,3,14,18,3326.981772,2153,2153,1504,1504,779,779,21.728875,20.764887
6,2,3,14,18,3505.902839,1995,1995,1361,1361,733,733,21.586693,20.486042
7,2,3,14,18,3689.67662,1897,1897,1274,1274,701,701,21.432905,20.160436
8,2,3,14,18,3827.452524,1832,1832,1219,1219,684,684,21.385223,19.917679
4,3,3,14,18,3090.85605,2353,2353,1681,1681,760,760,21.471441,20.649276
5,3,3,14,18,3306.559239,2125,2125,1482,1482,743,743,21.625184,20.646873
6,3,3,14,18,3489.672371,1971,1971,1342,1342,704,704,21.420471,20.281863
7,3,3,14,18,3682.070206,1881,1881,1263,1263,682,682,21.304071,19.982897
8,3,3,14,18,3798.22794,1812,1812,1201,1201,666,666,21.185394,19.698379
4,0,-2,18,18,3332.924201,2739,2739,1955,1955,949,949,21.957573,21.457419
5,0,-2,18,18,3541.28508,2471,2471,1745,1745,1001,1001,22.818055,22.214429
6,0,-2,18,18,3750.280545,2275,2275,1580,1580,932,932,22.555611,21.865942
7,0,-2,18,18,3918.622085,2126,2126,1452,1452,887,887,22.35619,21.541125
8,0,-2,18,18,4061.346781,2028,2028,1363,1363,863,863,22.210552,21.277294
4,1,-2,18,18,3314.104348,2751,2751,1961,1961,1022,1022,22.843162,22.337579
5,1,-2,18,18,3537.531399,2472,2472,1739,1739,1014,1014,22.948925,22.374216
6,1,-2,18,18,3742.354739,2283,2283,1584,1584,935,935,22.556949,21.895246
7,1,-2,18,18,3924.940361,2120,2120,1444,1444,891,891,22.31084,21.532949
8,1,-2,18,18,4079.681702,2032,2032,1367,1367,868,868,22.147857,21.280026
4,2,-2,18,18,3305.062203,2698,2698,1924,1924,1015,1015,22.821384,22.293621
5,2,-2,18,18,3545.933602,2448,2448,1721,1721,982,982,22.777544,22.15694
6,2,-2,18,18,3748.299925,2246,2246,1554,1554,910,910,22.542186,21.820824
7,2,-2,18,18,3923.020202,2095,2095,1425,1425,877,877,22.379879,21.536278
8,2,-2,18,18,4048.644407,2011,2011,1347,1347,855,855,22.244842,21.275936
4,3,-2,18,18,3305.969136,2699,2699,1927,1927,1009,1009,22.736831,22.219484
5,3,-2,18,18,3530.923919,2441,2441,1717,1717,978,978,22.723302,22.098107
6,3,-2,18,18,3745.685711,2241,2241,1552,1552,900,900,22.441979,21.724706
7,3,-2,18,18,3897.421865,2096,2096,1425,1425,865,865,22.288862,21.436062
8,3,-2,18,18,4040.615602,2005,2005,1343,1343,843,843,22.11949,21.178935
4,0,-1,18,18,3211.027119,2680,2680,1918,1918,974,974,22.639176,22.033333
5,0,-1,18,18,3431.225667,2423,2423,1716,1716,915,915,22.443022,21.737874
6,0,-1,18,18,3658.660526,2231,2231,1558,1558,844,844,22.120966,21.302432
7,0,-1,18,18,3839.167997,2083,2083,1426,1426,814,814,21.963643,21.035368
8,0,-1,18,18,3983.423234,1988,1988,1341,1341,793,793,21.897804,20.848428
4,1,-1,18,18,3230.794977,2701,2701,1931,1931,955,955,22.522825,21.927659
5,1,-1,18,18,3443.970182,2440,2440,1726,1726,939,939,22.571009,21.873307
6,1,-1,18,18,3675.016808,2244,2244,1567,1567,870,870,22.222309,21.42273
7,1,-1,18,18,3857.869033,2098,2098,1438,1438,833,833,22.052263,21.162554
8,1,-1,18,18,3999.519061,2004,2004,1353,1353,808,808,21.991129,20.964109
4,2,-1,18,18,3213.121087,2641,2641,1887,1887,941,941,22.502606,21.89001
5,2,-1,18,18,3429.7211,2401,2401,1698,1698,912,912,22.344416,21.634669
6,2,-1,18,18,3643.748584,2223,2223,1550,1550,834,834,22.096671,21.264812
7,2,-1,18,18,3830.145704,2069,2069,1412,1412,809,809,21.939432,21.031721
8,2,-1,18,18,3968.434736,1976,1976,1330,1330,791,791,21.900216,20.856489
4,3,-1,18,18,3215.324797,2634,2634,1884,1884,938,938,22.541788,21.89863
5,3,-1,18,18,3432.828415,2386,2386,1683,1683,910,910,22.515222,21.769143
6,3,-1,18,18,3629.084763,2217,2217,1547,1547,844,844,22.212918,21.338439
7,3,-1,18,18,3819.070676,2065,2065,1411,1411,813,813,22.067878,21.083448
8,3,-1,18,18,3955.037566,1966,1966,1321,1321,794,794,22.006553,20.890739
4,0,0,18,18,3190.131444,2672,2672,1920,1920,898,898,22.116586,21.524538
5,0,0,18,18,3453.074057,2407,2407,1716,1716,848,848,21.980314,21.286094
6,0,0,18,18,3673.866709,2210,2210,1547,1547,792,792,21.758388,20.960174
7,0,0,18,18,3838.529172,2073,2073,1426,1426,761,761,21.612967,20.719141
8,0,0,18,18,3981.312917,1976,1976,1337,1337,738,738,21.506253,20.486224
4,1,0,18,18,3239.237697,2705,2705,1938,1938,918,918,22.156592,21.588978
5,1,0,18,18,3479.917697,2448,2448,1747,1747,892,892,22.121021,21.462089
6,1,0,18,18,3665.865676,2239,2239,1568,1568,830,830,21.938576,21.174078
7,1,0,18,18,3864.343377,2093,2093,1441,1441,787,787,21.739108,20.869786
8,1,0,18,18,4000.715549,1998,1998,1356,1356,765,765,21.676855,20.684887
4,2,0,18,18,3214.574453,2674,2674,1919,1919,899,899,22.090021,21.508935
5,2,0,18,18,3441.45555,2411,2411,1718,1718,864,864,22.013051,21.347528
6,2,0,18,18,3642.655769,2214,2214,1550,1550,794,794,21.760658,20.971911
7,2,0,18,18,3826.02261,2075,2075,1428,1428,758,758,21.539509,20.670101
8,2,0,18,18,3992.77937,1979,1979,1338,1338,741,741,21.466914,20.480332
4,3,0,18,18,3222.664927,2649,2649,1902,1902,895,895,22.136833,21.517199
5,3,0,18,18,3444.546688,2395,2395,1701,1701,866,866,22.117105,21.409323
6,3,0,18,18,3648.568433,2205,2205,1539,1539,793,793,21.864556,21.022537
7,3,0,18,18,3829.277164,2059,2059,1410,1410,761,761,21.69549,20.781618
8,3,0,18,18,3959.104186,1968,1968,1327,1327,747,747,21.649063,20.582269
4,0,1,18,18,3337.326982,2699,2699,1927,1927,962,962,22.410392,21.892469
5,0,1,18,18,3530.924068,2441,2441,1717,1717,978,978,22.723164,22.097969
6,0,1,18,18,3745.685711,2241,2241,1552,1552,900,900,22.441979,21.724706
7,0,1,18,18,3897.426827,2096,2096,1425,1425,865,865,22.288876,21.436076
8,0,1,18,18,4040.615989,2005,2005,1343,1343,843,843,22.119497,21.178942
4,1,1,18,18,3318.461234,2739,2739,1955,1955,1024,1024,22.766956,22.266802
5,1,1,18,18,3541.288415,2471,2471,1745,1745,1001,1001,22.818226,22.214599
6,1,1,18,18,3750.280734,2275,2275,1580,1580,932,932,22.555616,21.865948
7,1,1,18,18,3918.616989,2126,2126,1452,1452,887,887,22.356175,21.541111
8,1,1,18,18,4061.346698,2028,2028,1363,1363,863,863,22.210551,21.277294
4,2,1,18,18,3314.106635,2751,2751,1961,1961,1022,1022,22.843166,22.337583
5,2,1,18,18,3537.531399,2472,2472,1739,1739,1014,1014,22.948925,22.374216
6,2,1,18,18,3742.354215,2283,2283,1584,1584,935,935,22.556804,21.8951
7,2,1,18,18,3924.941015,2120,2120,1444,1444,891,891,22.31097,21.533078
8,2,1,18,18,4079.686572,2032,2032,1367,1367,868,868,22.147771,21.27994
4,3,1,18,18,3305.066056,2698,2698,1924,1924,1015,1015,22.8214,22.293638
5,3,1,18,18,3546.004796,2448,2448,1721,1721,982,982,22.777638,22.157034
6,3,1,18,18,3748.299484,2246,2246,1554,1554,910,910,22.542172,21.82081
7,3,1,18,18,3923.02015,2095,2095,1425,1425,877,877,22.379879,21.536278
8,3,1,18,18,4048.63931,2011,2011,1347,1347,855,855,22.245357,21.276451
4,0,2,18,18,3206.623814,2634,2634,1884,1884,975,975,22.754686,22.111692
5,0,2,18,18,3432.830524,2386,2386,1683,1683,910,910,22.515145,21.769066
6,0,2,18,18,3629.081426,2217,2217,1547,1547,844,844,22.214131,21.339652
7,0,2,18,18,3819.071291,2065,2065,1411,1411,813,813,22.069098,21.084668
8,0,2,18,18,3955.016927,1966,1966,1321,1321,794,794,22.006543,20.890729
4,1,2,18,18,3219.513602,2680,2680,1918,1918,942,942,22.423579,21.817735
5,1,2,18,18,3431.225607,2423,2423,1716,1716,915,915,22.443022,21.737873
6,1,2,18,18,3672.43506,2231,2231,1558,1558,813,813,21.946737,21.128226
7,1,2,18,18,3839.168992,2083,2083,1426,1426,814,814,21.962449,21.034174
8,1,2,18,18,3983.611394,1988,1988,1341,1341,793,793,21.897842,20.848466
4,2,2,18,18,3230.796899,2701,2701,1931,1931,955,955,22.522881,21.927715
5,2,2,18,18,3221.599193,2440,2440,1726,1726,955,955,22.522881,21.927715
6,2,2,18,18,3675.018544,2244,2244,1567,1567,870,870,22.222161,21.422582
7,2,2,18,18,3857.868384,2098,2098,1438,1438,833,833,22.05334,21.163631
8,2,2,18,18,3999.521206,2004,2004,1353,1353,808,808,21.991216,20.964196
4,3,2,18,18,3213.120951,2641,2641,1887,1887,941,941,22.502666,21.890069
5,3,2,18,18,3429.718025,2401,2401,1698,1698,912,912,22.344374,21.634626
6,3,2,18,18,3643.74771,2223,2223,1550,1550,834,834,22.096418,21.264558
7,3,2,18,18,3830.115421,2069,2069,1412,1412,809,809,21.939205,21.031493
8,3,2,18,18,3818.051463,1976,1976,1330,1330,809,809,21.939205,21.031493
4,0,3,18,18,3205.482929,2649,2649,1902,1902,915,915,22.301221,21.681577
5,0,3,18,18,3443.995129,2395,2395,1701,1701,866,866,22.117068,21.409286
6,0,3,18,18,3648.564408,2205,2205,1539,1539,793,793,21.864522,21.022503
7,0,3,18,18,3829.276946,2059,2059,1410,1410,761,761,21.69549,20.781617
8,0,3,18,18,3959.100751,1968,1968,1327,1327,747,747,21.651107,20.584313
4,1,3,18,18,3212.989576,2672,2672,1920,1920,890,890,22.04793,21.455884
5,1,3,18,18,3453.076629,2407,2407,1716,1716,848,848,21.980379,21.286159
6,1,3,18,18,3673.866472,2210,2210,1547,1547,792,792,21.758237,20.960022
7,1,3,18,18,3838.53066,2073,2073,1426,1426,761,761,21.613096,20.719269
8,1,3,18,18,3981.312917,1976,1976,1337,1337,738,738,21.506253,20.486224
4,2,3,18,18,3239.237697,2705,2705,1938,1938,918,918,22.156592,21.588978
5,2,3,18,18,3479.914779,2448,2448,1747,1747,892,892,22.122024,21.463092
6,2,3,18,18,3665.869967,2239,2239,1568,1568,830,830,21.93988,21.175382
7,2,3,18,18,3864.343331,2093,2093,1441,1441,787,787,21.740313,20.870991
8,2,3,18,18,4000.900581,1998,1998,1356,1356,765,765,21.676938,20.684969
4,3,3,18,18,3214.57572,2674,2674,1919,1919,899,899,22.090211,21.509125
5,3,3,18,18,3440.513018,2411,2411,1718,1718,864,864,22.012675,21.347152
6,3,3,18,18,3642.655848,2214,2214,1550,1550,794,794,21.760666,20.97192
7,3,3,18,18,3826.02394,2075,2075,1428,1428,758,758,21.539509,20.670101
8,3,3,18,18,3992.77937,1979,1979,1338,1338,741,741,21.466914,20.480332
6,0,-2,22,18,3849.598259,2493,2493,1754,1754,1022,1022,22.784948,22.242107
7,0,-2,22,18,4004.049757,2326,2326,1615,1615,961,961,22.609625,21.996786
8,0,-2,22,18,4182.870186,2212,2212,1521,1521,916,916,22.376992,21.693973
6,1,-2,22,18,3868.843901,2489,2489,1750,1750,1026,1026,22.807666,22.267204
7,1,-2,22,18,4006.934879,2331,2331,1618,1618,968,968,22.579489,21.983171
8,1,-2,22,18,4211.849518,2207,2207,1514,1514,923,923,22.42039,21.744303
6,2,-2,22,18,3830.288236,2472,2472,1738,1738,1004,1004,22.825653,22.261099
7,2,-2,22,18,4003.113092,2305,2305,1596,1596,946,946,22.583403,21.949027
8,2,-2,22,18,4188.420602,2176,2176,1490,1490,906,906,22.353664,21.634327
6,3,-2,22,18,3824.618375,2468,2468,1734,1734,983,983,22.72036,22.153677
7,3,-2,22,18,4011.789457,2302,2302,1596,1596,927,927,22.496818,21.86312
8,3,-2,22,18,4159.743446,2171,2171,1486,1486,891,891,22.317208,21.608632
5,0,-1,22,18,3518.765868,2624,2624,1874,1874,983,983,22.472995,21.923619
6,0,-1,22,18,3718.970121,2437,2437,1729,1729,911,911,22.194357,21.578138
7,0,-1,22,18,3898.879323,2271,2271,1589,1589,859,859,21.966942,21.288424
8,0,-1,22,18,4076.842449,2150,2150,1483,1483,810,810,21.846063,21.088166
5,1,-1,22,18,3517.842121,2641,2641,1888,1888,990,990,22.511621,21.980012
6,1,-1,22,18,3720.19146,2445,2445,1733,1733,929,929,22.267142,21.656086
7,1,-1,22,18,3904.48328,2289,2289,1602,1602,878,878,22.018863,21.365597
8,1,-1,22,18,4072.063989,2160,2160,1490,1490,832,832,21.912199,21.16368
5,2,-1,22,18,3502.573338,2596,2596,1851,1851,974,974,22.455989,21.899959
6,2,-1,22,18,3727.190686,2421,2421,1714,1714,898,898,22.130815,21.512053
7,2,-1,22,18,3904.798069,2256,2256,1575,1575,849,849,21.877675,21.19919
8,2,-1,22,18,4057.968923,2128,2128,1463,1463,805,805,21.722002,20.960221
5,3,-1,22,18,3493.469376,2587,2587,1843,1843,975,975,22.521518,21.946689
6,3,-1,22,18,3721.136384,2416,2416,1710,1710,902,902,22.231935,21.602696
7,3,-1,22,18,3893.46321,2250,2250,1569,1569,854,854,21.999919,21.302409
8,3,-1,22,18,4054.69087,2126,2126,1460,1460,815,815,21.891944,21.101514
5,0,0,22,18,3490.139766,2625,2625,1882,1882,916,916,22.032998,21.492544
6,0,0,22,18,3698.948521,2417,2417,1727,1727,839,839,21.7305,21.131495
7,0,0,22,18,3895.213976,2259,2259,1587,1587,790,790,21.533318,20.877738
8,0,0,22,18,4055.8412,2139,2139,1485,1485,758,758,21.371237,20.633258
5,1,0,22,18,3518.018662,2648,2648,1897,1897,948,948,22.136623,21.621898
6,1,0,22,18,3735.603028,2439,2439,1742,1742,864,864,21.782191,21.198015
7,1,0,22,18,3910.296675,2287,2287,1609,1609,817,817,21.603694,20.979617
8,1,0,22,18,4067.369491,2159,2159,1501,1501,779,779,21.481938,20.778838
5,2,0,22,18,3499.867934,2629,2629,1887,1887,922,922,21.997396,21.457043
6,2,0,22,18,3713.030691,2416,2416,1721,1721,838,838,21.661995,21.07755
7,2,0,22,18,3895.788326,2263,2263,1590,1590,791,791,21.474795,20.83116
8,2,0,22,18,4057.085786,2132,2132,1478,1478,759,759,21.34735,20.63506
5,3,0,22,18,3510.925615,2595,2595,1861,1861,923,923,22.110277,21.56304
6,3,0,22,18,3703.456596,2409,2409,1718,1718,837,837,21.81439,21.191548
7,3,0,22,18,3878.814747,2246,2246,1571,1571,795,795,21.580658,20.913125
8,3,0,22,18,4029.715485,2124,2124,1467,1467,768,768,21.472634,20.708985
5,0,1,22,18,3621.788671,2647,2647,1879,1879,1037,1037,22.828449,22.365078
6,0,1,22,18,3826.058994,2461,2461,1729,1729,974,974,22.582067,22.041139
7,0,1,22,18,4001.220317,2295,2295,1591,1591,913,913,22.339952,21.753315
8,0,1,22,18,4178.660734,2161,2161,1477,1477,884,884,22.214501,21.539219
6,1,1,22,18,3836.43925,2490,2490,1753,1753,1002,1002,22.669432,22.149841
7,1,1,22,18,4009.259725,2328,2328,1622,1622,942,942,22.402549,21.835715
8,1,1,22,18,4190.97981,2201,2201,1511,1511,901,901,22.255784,21.610531
6,2,1,22,18,3867.709016,2487,2487,1747,1747,999,999,22.699776,22.182113
7,2,1,22,18,4023.049737,2328,2328,1616,1616,946,946,22.438077,21.877812
8,2,1,22,18,4213.053672,2196,2196,1504,1504,905,905,22.243877,21.614968
6,3,1,22,18,3828.851877,2463,2463,1727,1727,982,982,22.657744,22.121992
7,3,1,22,18,4006.444283,2304,2304,1596,1596,921,921,22.410023,21.81787
8,3,1,22,18,4194.461092,2168,2168,1482,1482,893,893,22.28327,21.607293
5,0,2,22,18,3507.311304,2608,2608,1856,1856,1022,1022,22.802599,22.222631
6,0,2,22,18,3713.177501,2428,2428,1712,1712,961,961,22.518464,21.868082
7,0,2,22,18,3931.36546,2265,2265,1578,1578,883,883,22.25181,21.521748
8,0,2,22,18,4124.430935,2143,2143,1472,1472,854,854,22.140747,21.313399
5,1,2,22,18,3521.874492,2636,2636,1879,1879,1016,1016,22.738783,22.183255
6,1,2,22,18,3733.907013,2442,2442,1725,1725,953,953,22.462895,21.837063
7,1,2,22,18,3905.308004,2285,2285,1594,1594,889,889,22.215043,21.521696
8,1,2,22,18,4100.477361,2157,2157,1484,1484,854,854,22.079443,21.285794
5,2,2,22,18,3545.818195,2655,2655,1890,1890,1037,1037,22.825598,22.278705
6,2,2,22,18,3724.092934,2465,2465,1744,1744,968,968,22.52898,21.92385
7,2,2,22,18,3910.134975,2299,2299,1606,1606,908,908,22.317183,21.630644
8,2,2,22,18,4113.91032,2183,2183,1508,1508,874,874,22.195385,21.413042
5,3,2,22,18,3524.876081,2614,2614,1860,1860,1014,1014,22.707495,22.146866
6,3,2,22,18,3729.370917,2436,2436,1720,1720,935,935,22.40876,21.791169
7,3,2,22,18,3898.837063,2271,2271,1583,1583,883,883,22.192522,21.486259
8,3,2,22,18,4103.412539,2145,2145,1475,1475,852,852,22.015049,21.234364
5,0,3,22,18,3502.903152,2621,2621,1872,1872,1003,1003,22.652375,22.08888
6,0,3,22,18,3720.982973,2435,2435,1726,1726,921,921,22.327971,21.694669
7,0,3,22,18,3950.290871,2273,2273,1588,1588,871,871,22.090654,21.38576
8,0,3,22,18,4118.322927,2148,2148,1476,1476,845,845,22.000609,21.194396
5,1,3,22,18,3527.12934,2643,2643,1889,1889,999,999,22.512027,21.972269
6,1,3,22,18,3725.21314,2443,2443,1735,1735,917,917,22.220476,21.610196
7,1,3,22,18,3916.798705,2286,2286,1602,1602,864,864,21.980717,21.30131
8,1,3,22,18,4094.732905,2157,2157,1491,1491,827,827,21.880987,21.101714
5,2,3,22,18,3552.527046,2669,2669,1902,1902,1031,1031,22.647402,22.127155
6,2,3,22,18,3737.181088,2474,2474,1758,1758,951,951,22.356992,21.777076
7,2,3,22,18,3935.730115,2315,2315,1623,1623,896,896,22.107692,21.454025
8,2,3,22,18,4111.232197,2182,2182,1510,1510,861,861,21.959331,21.214742
5,3,3,22,18,3573.032885,2638,2638,1886,1886,939,939,22.285961,21.751895
6,3,3,22,18,3723.776605,2453,2453,1742,1742,923,923,22.214599,21.611192
7,3,3,22,18,3918.135695,2294,2294,1609,1609,866,866,21.971237,21.295381
8,3,3,22,18,4095.058852,2160,2160,1492,1492,838,838,21.851838,21.101048
4,0,-2,10,22,3172.120146,2184,2184,1516,1516,816,816,21.888934,21.011617
5,0,-2,10,22,3343.587683,1995,1995,1351,1351,858,858,22.533821,21.408002
6,0,-2,10,22,3524.588318,1896,1896,1259,1259,829,829,22.397427,21.025252
7,0,-2,10,22,3692.575157,1824,1824,1200,1200,809,809,22.389058,20.778276
8,0,-2,10,22,3832.757588,1771,1771,1157,1157,782,782,22.371555,20.507093
4,1,-2,10,22,3170.08222,2173,2173,1506,1506,853,853,22.296105,21.444607
5,1,-2,10,22,3349.170349,1985,1985,1341,1341,855,855,22.495436,21.374435
6,1,-2,10,22,3533.520809,1892,1892,1256,1256,824,824,22.354601,21.001019
7,1,-2,10,22,3701.85279,1820,1820,1196,1196,804,804,22.327333,20.739975
8,1,-2,10,22,3855.966749,1774,1774,1159,1159,783,783,22.280575,20.477526
4,2,-2,10,22,3128.931308,2141,2141,1476,1476,846,846,22.411644,21.471857
5,2,-2,10,22,3327.026946,1956,1956,1314,1314,838,838,22.493819,21.310442
6,2,-2,10,22,3515.47222,1878,1878,1241,1241,816,816,22.428466,20.967765
7,2,-2,10,22,3683.162737,1806,1806,1182,1182,788,788,22.384208,20.670083
8,2,-2,10,22,3822.961621,1760,1760,1147,1147,768,768,22.350126,20.427019
4,3,-2,10,22,3126.273123,2145,2145,1484,1484,836,836,22.3231,21.394959
5,3,-2,10,22,3319.145251,1956,1956,1317,1317,828,828,22.399489,21.224736
6,3,-2,10,22,3516.477763,1876,1876,1242,1242,806,806,22.328758,20.893826
7,3,-2,10,22,3663.280048,1802,1802,1180,1180,778,778,22.315097,20.615271
8,3,-2,10,22,3807.547876,1754,1754,1145,1145,754,754,22.265067,20.320544
4,0,-1,10,22,3083.264742,2196,2196,1520,1520,887,887,23.413658,21.990152
5,0,-1,10,22,3288.216599,1994,1994,1342,1342,877,877,23.609604,21.918823
6,0,-1,10,22,3460.861823,1897,1897,1258,1258,846,846,23.486415,21.554135
7,0,-1,10,22,3633.33729,1839,1839,1204,1204,839,839,23.478325,21.298706
8,0,-1,10,22,3792.620338,1791,1791,1167,1167,824,824,23.430747,21.025037
4,1,-1,10,22,3100.448976,2217,2217,1532,1532,900,900,23.61164,22.227716
5,1,-1,10,22,3286.113305,2000,2000,1347,1347,889,889,23.67841,22.013775
6,1,-1,10,22,3477.411402,1907,1907,1264,1264,859,859,23.553707,21.672464
7,1,-1,10,22,3643.196722,1852,1852,1213,1213,851,851,23.534705,21.427258
8,1,-1,10,22,3785.934354,1792,1792,1168,1168,840,840,23.54156,21.175395
4,2,-1,10,22,3074.071659,2174,2174,1496,1496,880,880,23.501852,22.084522
5,2,-1,10,22,3263.920968,1975,1975,1324,1324,874,874,23.621262,21.904323
6,2,-1,10,22,3445.744486,1888,1888,1248,1248,853,853,23.492102,21.538938
7,2,-1,10,22,3625.401633,1828,1828,1194,1194,833,833,23.436405,21.232009
8,2,-1,10,22,3794.259628,1776,1776,1153,1153,814,814,23.455105,20.98398
4,3,-1,10,22,3093.922773,2161,2161,1484,1484,879,879,23.573582,22.055752
5,3,-1,10,22,3272.436771,1969,1969,1316,1316,879,879,23.784769,21.970527
6,3,-1,10,22,3453.470172,1889,1889,1249,1249,852,852,23.64474,21.591747
7,3,-1,10,22,3631.556924,1825,1825,1192,1192,838,838,23.617918,21.337771
8,3,-1,10,22,3787.883809,1777,1777,1154,1154,822,822,23.605653,21.064151
4,0,0,10,22,3098.330953,2201,2201,1522,1522,891,891,23.592612,22.176573
5,0,0,10,22,3280.520161,1996,1996,1343,1343,885,885,23.687217,22.014279
6,0,0,10,22,3458.808377,1904,1904,1261,1261,851,851,23.50394,21.597268
7,0,0,10,22,3637.218082,1843,1843,1207,1207,842,842,23.518441,21.365651
8,0,0,10,22,3795.752514,1796,1796,1172,1172,827,827,23.522271,21.106553
4,1,0,10,22,3104.649984,2241,2241,1551,1551,916,916,23.74142,22.372435
5,1,0,10,22,3300.489807,2028,2028,1369,1369,912,912,23.864178,22.245784
6,1,0,10,22,3487.047607,1924,1924,1277,1277,875,875,23.687735,21.847133
7,1,0,10,22,3648.188482,1866,1866,1226,1226,860,860,23.658117,21.561181
8,1,0,10,22,3805.879291,1817,1817,1186,1186,843,843,23.626942,21.286802
4,2,0,10,22,3071.604403,2208,2208,1523,1523,898,898,23.576316,22.217346
5,2,0,10,22,3268.61635,2000,2000,1348,1348,887,887,23.571418,21.937584
6,2,0,10,22,3453.966173,1908,1908,1264,1264,858,858,23.498168,21.618827
7,2,0,10,22,3638.349177,1843,1843,1207,1207,845,845,23.473138,21.333673
8,2,0,10,22,3796.478676,1796,1796,1171,1171,829,829,23.492187,21.092329
4,3,0,10,22,3091.336248,2180,2180,1496,1496,898,898,23.774385,22.285374
5,3,0,10,22,3286.412097,1990,1990,1333,1333,889,889,23.881758,22.101823
6,3,0,10,22,3469.92191,1898,1898,1255,1255,874,874,23.79714,21.784338
7,3,0,10,22,3642.351664,1845,1845,1210,1210,856,856,23.758005,21.507762
8,3,0,10,22,3794.88963,1794,1794,1167,1167,837,837,23.753016,21.241482
4,0,1,10,22,3146.846199,2190,2190,1501,1501,897,897,23.493355,22.144832
5,0,1,10,22,3355.872383,1995,1995,1335,1335,889,889,23.545228,21.945053
6,0,1,10,22,3530.614009,1904,1904,1255,1255,867,867,23.444042,21.600836
7,0,1,10,22,3679.775634,1835,1835,1195,1195,846,846,23.352255,21.28668
8,0,1,10,22,3839.147899,1785,1785,1157,1157,823,823,23.380672,21.032936
4,1,1,10,22,3161.331544,2227,2227,1530,1530,915,915,23.469525,22.207076
5,1,1,10,22,3370.340811,2025,2025,1362,1362,913,913,23.604071,22.091528
6,1,1,10,22,3546.770866,1917,1917,1266,1266,884,884,23.471852,21.710621
7,1,1,10,22,3701.092688,1858,1858,1213,1213,868,868,23.465083,21.474928
8,1,1,10,22,3854.185016,1805,1805,1170,1170,843,843,23.414248,21.163359
